id,year,exam,subject,number,answer,question,data
142,2023,경위,범죄,22,4,브레이스웨이트(Braithwaite)의 재통합적수치이론(Reintegrative Shaming Theory)에 대한 설명으로 가장 적절하지 않은 것은?,"브레이스웨이트(Braithwaite)의 재통합적수치이론(Reintegrative Shaming Theory)에 대한 설명으로 가장 적절하지 않은 것은?① 수치란 일종의 불승인 표시로서 당사자에게 양심의 가책을 느끼게 하는 것을 의미한다. ② 브레이스웨이트는 상호의존적이고 공동체 지향적인 사회일수록 재통합적수치의 효과가 더 크다고 주장하였다. ③재통합적수치이론은 형사처벌의 효과에 대하여 엇갈리는 연구결과들을 통합하려는 시도의 일환이라고 할 수 있다. ④ 브레이스웨이트는 낙인으로부터 벗어나도록 하기 위한 의식, 용서의 말과 몸짓만으로는 재통합적수치가 이루어지기 어렵다고 주장하였다."
143,2023,경위,범죄,23,4,1990년대에 등장한 긴장이론의 하나인 메스너(Messner)와 로젠펠드(Rosenfeld)의 제도적아노미이론(Institutional Anomie Theory)에 대한 설명으로 가장 적절하지 않은 것은?,"1990년대에 등장한 긴장이론의 하나인 메스너(Messner)와 로젠펠드(Rosenfeld)의 제도적아노미이론(Institutional Anomie Theory)에 대한 설명으로 가장 적절하지 않은 것은?① 아메리칸 드림이라는 문화사조는 경제제도와 다른 사회제도 간 ‘힘의 불균형’ 상태를 초래했다고 주장한다. ② 머튼의 긴장이론이 갖고 있던 거시적 관점을 계승하여 발전시켰다. ③아메리칸 드림이라는 문화 사조의 저변에는 성취지향, 개인주의, 보편주의, 물신주의(fetishism of money)의 네 가지 주요 가치가 전제되어 있다고 분석한다. ④ 머튼의 긴장개념을 확장하여 다양한 상황이나 사건들이 긴장 상태를 유발할 수 있다고 하였다."
144,2023,경위,범죄,24,2,범죄현상에 대한 급진적 페미니즘의 설명으로 가장 적절한 것은?,"범죄현상에 대한 급진적 페미니즘의 설명으로 가장 적절한 것은?①임신, 출산, 육아에 있어 여성의 생물학적 특성에서 비롯된 역할로 인해 노동의 성 분업이 이루어졌고, 남성에 대한 여성의 의존도가 높아졌으며, 남성에게 더 많은 범죄기회가 주어졌다. ②가부장제에서 비롯된 남성우월주의에 대한 믿음과 남성지배-여성종속의 위계구조가 사회 전반으로 확대되면서 여성에 대한 남성의 폭력이 정당화되었다. ③자본주의 체제로 인해 남성이 경제권을 장악하고 여성은 가사노동으로 내몰리면서 남성의 경제적 지배를 위협하는 여성의 행동은 범죄로 규정되었다. ④사회적·문화적으로 요구되는 전통적 성 역할의 차이로 인해 여성보다 남성이 더 많은 범죄를 저지른다."
145,2023,경위,범죄,25,1,갓프레드슨(Gottfredson)과 허쉬(Hirschi)의 자기통제이론에 대한 설명으로 가장 적절하지 않은 것은?,갓프레드슨(Gottfredson)과 허쉬(Hirschi)의 자기통제이론에 대한 설명으로 가장 적절하지 않은 것은?①갓프레드슨과 허쉬는 성인기 사회유대의 정도가 한 개인의 자기통제능력을 변화시킬 수 있다고 주장한다. ②갓프레드슨과 허쉬는 자기통제능력의 상대적 수준이 부모의 양육방법으로부터 큰 영향을 받는다고 주장한다. ③갓프레드슨과 허쉬는 어린 시절 형성된 자기통제능력의 결핍이 모든 범죄의 원인이라고 주장한다. ④ 범죄를 설명함에 있어 청소년기에 경험하는 다양한 환경적 영향요인을 충분히 고려하지 않는다는 비판이 제기되어 왔다.
146,2023,경위,범죄,26,2,"경찰청은 사이버범죄를 ‘정보통신망 침해범죄’, ‘정보통신망 이용범죄’, ‘불법컨텐츠범죄’로 구분하고 있다(2021년 기준). 다음 중 ‘정보통신망 침해범죄’와 가장 거리가 먼 것은?","경찰청은 사이버범죄를 ‘정보통신망 침해범죄’, ‘정보통신망 이용범죄’, ‘불법컨텐츠범죄’로 구분하고 있다(2021년 기준). 다음 중 ‘정보통신망 침해범죄’와 가장 거리가 먼 것은?①해킹 ②사이버 도박 ③서비스 거부 공격(DDos 등) ④악성 프로그램 전달 및 유포"
147,2023,경위,범죄,27,2,각 유형별 범죄에 대한 설명으로 가장 적절하지 않은 것은?,"각 유형별 범죄에 대한 설명으로 가장 적절하지 않은 것은?① 화이트칼라범죄(white-collar crime)라는 용어는 서덜랜드(Sutherland)가 최초로 사용하였다. ② 미국 FBI의 정의에 따르면, 증오범죄란 피해자에 대한 개인적 원한 또는 복수심이 원인이 되어 발생하는 범죄를 말한다. ③일상생활에 도움이 필요한 아동과 노인을 적절히 돌보지 않는 행위도 가정폭력의 범주에 포함될 수 있다. ④ 어떠한 범죄가 화이트칼라범죄인지 여부는 범죄자의 사회적 지위만으로 판단할 수 있는 것이 아니다."
148,2023,경위,범죄,28,3,형벌의 목적 중 소극적 일반예방에 대한 설명으로 가장 적절한 것은?,형벌의 목적 중 소극적 일반예방에 대한 설명으로 가장 적절한 것은?①형벌을 통해 범인을 교육·개선함으로써 범죄자의 재범을 예방한다. ②형벌을 통해 일반인의 규범의식을 강화하여 사회의 규범안정을 도모한다. ③준엄한 형집행을 통해 일반인을 위하함으로써 범죄예방의 목적을 달성한다. ④형벌의 고통을 체험하게 함으로써 범죄자가 스스로 재범을 억제하도록 한다.
149,2023,경위,범죄,29,3,브랜팅햄(Brantingham)과 파우스트(Faust)의 범죄예방모델에 대한 다음 설명 중 가장 적절하지 않은 것은?,브랜팅햄(Brantingham)과 파우스트(Faust)의 범죄예방모델에 대한 다음 설명 중 가장 적절하지 않은 것은?①잠재적 범죄자를 조기에 판별하고 이들이 불법행위를 저지르기 전에 개입하려는 시도는 2차적 범죄예방에 해당한다고 볼 수 있다. ②범죄 실태에 대한 대중교육을 실시하는 것은 1차적 범죄예방에 가장 가깝다. ③2차적 범죄예방은 대부분 형사사법기관에 의해 이루어진다. ④브랜팅햄과 파우스트의 범죄예방모델은 질병예방의 보건의료모형을 차용하였다.
150,2023,경위,범죄,30,2,환경설계를 통한 범죄예방(CPTED)에 관한 설명으로 가장 적절하지 않은 것은?,"환경설계를 통한 범죄예방(CPTED)에 관한 설명으로 가장 적절하지 않은 것은?①CPTED는 주거 및 도시지역의 물리적 환경설계 또는 재설계를 통해 범죄기회를 감소시키고자 하는 기법이다. ②CPTED의 기본원리 중 자연적 감시는 사적 공간에 대한 경계를 제거하여 주민들의 책임의식과 소유의식을 감소시킴으로써 사적공간에 대한 관리권을 약화시키는 원리이다. ③뉴먼(Newman)은 방어공간의 4가지 구성요소로 영역성, 자연적 감시, 이미지, 환경을 제시하였다. ④CPTED의 기본원리 중 자연적 접근통제는 일정한 지역에 접근하는 사람들을 정해진 공간으로 유도하거나 외부인의 출입을 통제하도록 설계함으로써 접근에 대한 심리적 부담을 증대시켜 범죄를 예방하려는 원리이다."
151,2023,경위,범죄,31,2,다음의 내용은 범죄예측 방법 중 어느 것에 해당되는가?,"다음의 내용은 범죄예측 방법 중 어느 것에 해당되는가?정신과 의사나 범죄학을 교육받은 심리학자가 행위자의 성격분석을 위한 조사와 관찰 등을 토대로 내리는 예측을 말한다. 대상자에게 내재되어 있는 특성을 집중적으로 관찰할 수 있는 장점이 있는 반면, 판단자의 자료해석 오류가능성이나 주관적 평가가 개입될 위험으로 인해 객관성이 결여될 수 있고, 비용이 많이 든다는 단점이 있다. ①전체적 관찰법 (직관적 관찰법) ②경험적 개별예측 (임상적 예측법) ③점수법 (통계적 예측법) ④구조예측 (통합적 예측법)"
152,2023,경위,범죄,32,4,클락(Clarke)이 제시한 상황적범죄예방 기법 중 보상의 감소에 해당하는 것은?,클락(Clarke)이 제시한 상황적범죄예방 기법 중 보상의 감소에 해당하는 것은?①목표물 견고화 ②접근통제 ③자연적 감시 ④소유자 표시
153,2023,경위,범죄,33,1,멘델존(Mendelsohn)은 범죄피해자 유형을 5가지로 분류하였다. 분류의 기준은 무엇인가?,멘델존(Mendelsohn)은 범죄피해자 유형을 5가지로 분류하였다. 분류의 기준은 무엇인가?①피해자의 유책성(귀책성) ②피해자의 외적특성과 심리적 공통점 ③피해자의 도발유무 ④일반적 피해자성과 잠재적 피해자성
154,2023,경위,범죄,34,2,범죄피해에 관한 이론들의 내용으로 가장 적절하지 않은 것은?,"범죄피해에 관한 이론들의 내용으로 가장 적절하지 않은 것은?①생활양식·노출이론(Lifestyle-ExposureTheory)은 인구통계학적, 사회구조적 요인이 개인별 생활양식의 차이를 야기하고 이러한 생활양식의 차이가 범죄피해 가능성의 차이로 이어진다고 본다. ② 코헨(Cohen)과 펠슨(Felson)의 일상활동이론(Routine Activity Theory)은 사람들의 일상활동에 영향을 미친 사회변화에 관한 거시적 차원의 고찰이 없다는 비판을 받는다. ③코헨(Cohen)과 펠슨(Felson)의 일상활동이론(Routine Activity Theory)은 동기가 부여된 범죄자, 적합한 표적(범행대상), 보호(감시)의 부재라는 세 가지 요소가 합치할 때 범죄피해가 발생한다고 본다. ④ 펠슨(Felson)은 경찰과 같은 공식적 감시자의 역할보다 가족, 이웃, 지역사회 등 비공식적 통제수단에 의한 범죄예방과 억제를 강조하였다."
155,2023,경위,범죄,35,1,회복적사법에 대한 설명 중 가장 적절하지 않은 것은?,회복적사법에 대한 설명 중 가장 적절하지 않은 것은?①최초의 공식적인 회복적사법 프로그램은 미국 오하이오 주에서 도입된 피해자-가해자 화해프로그램(victim-offender mediation)이다. ②가족집단 회합모델(family group conference)은 뉴질랜드 마오리족의 전통에서 유래하였다. ③써클 모델(circle)은 아메리칸 인디언과 캐나다 원주민들에 의해 사용되던 것으로 범죄상황을 정리하여 피해자와 가해자를 공동체 내로 재통합하려는 시도이다. ④ 미국에서 시행된 가장 대규모의 회복적 사법제도는 버몬트 주의 배상적 보호관찰 프로그램이다.
156,2023,경위,범죄,36,2,다음은 각 경찰활동과 해당 경찰활동의 근거가 되는 대표적인 범죄학 이론을 짝지은 것이다. 이 중 옳은 내용을 모두 고른 것은?,"다음은 각 경찰활동과 해당 경찰활동의 근거가 되는 대표적인 범죄학 이론을 짝지은 것이다. 이 중 옳은 내용을 모두 고른 것은?가. 순찰을 통해 경찰력을 주민들에게 자주 노출 시키는 것 – 억제이론(Deterrence Theory)나. 전환처우(다이버전)를 통해 형사처벌의 부작용을 줄이는 것 – 자기통제이론(Self-Control Theory)다. 지역주민들을 범죄예방활동에 참여하도록 유도하는 것 – 사회해체이론(Social Disorganization Theory)라. 방범용 CCTV를 설치함으로써 범죄 위험 지역의 감시를 강화하는 것 – 허쉬의 사회통제이론(Social Control Theory)마. 지역 내 무질서 행위를 철저히 단속하는 것 – 깨어진 유리창 이론(Broken Windows Theory) ① 가, 다, 라 ② 가, 다, 마 ③ 가, 라, 마 ④ 나, 다, 마"
157,2023,경위,범죄,37,1,소년범죄의 처리원칙에 대한 설명으로 가장 적절한 것은?,소년범죄의 처리원칙에 대한 설명으로 가장 적절한 것은?①소년보호조치를 할 때 소년 개개인을 독립된 단위로 하여 독자적인 사건으로 취급해야 한다. ②비행소년의 처우는 법률전문가인 법관에 의한 분석과 검토만을 고려해서 결정해야 한다. ③소년보호절차에서는 객관적 판단이 중요하므로 개인적 환경 특성에 대한 판단을 최소화하고 비행사실 자체에 중점을 두어야 한다. ④소년범죄자에 대해서는 시설 내 처우를 우선적으로 고려하여야 한다.
158,2023,경위,범죄,38,3,전환처우(다이버전)에 대한 설명으로 가장 적절하지 않은 것은?,"전환처우(다이버전)에 대한 설명으로 가장 적절하지 않은 것은?①전환처우는 형사사법제도에 융통성을 부여해 범죄인에 대하여보다 적절히 대응하고, 범죄사건을 효과적으로 처리할 수 있도록 한다. ②경찰단계에서의 전환처우는 훈방, 통고처분 등이 있다. ③전환처우는 형사사법절차에서 적법절차의 원리를 강화하기 위한 것이다. ④전환처우는 성인형사사법에서보다는 소년형사사법에서 더욱 유용한 제도로 평가된다."
159,2023,경위,범죄,39,3,자유형 중 부정기형제도에 대한 설명으로 가장 적절하지 않은 것은?,자유형 중 부정기형제도에 대한 설명으로 가장 적절하지 않은 것은?①수형자의 개선의욕을 촉진할 수 있다. ②책임을 초과하는 형벌을 가능하게 하는 문제가 있다. ③상대적 부정기형은 죄형법정주의에 반한다. ④｢소년법｣은 부정기형을 선고할 수 있도록 규정하고 있다.
160,2023,경위,범죄,40,4,범죄인처우모델(교정처우모델) 중 교화개선을 위한 모델과 가장 거리가 먼 것은?,범죄인처우모델(교정처우모델) 중 교화개선을 위한 모델과 가장 거리가 먼 것은?①의료모델(치료모델) ②경제모델(적응모델) ③재사회화모델(재통합모델) ④정의모델(공정모델)
161,2023,경위,행법,1,1,법치행정의 원칙에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),법치행정의 원칙에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①개인택시운송사업자에게 운전면허 취소사유가 있는 경우에 그로 인하여 운전면허 취소처분이 이루어지지 않았다고 하더라도 관할관청은 개인택시운송사업면허를 취소할 수 있다. ②헌법상 보장된 국민의 자유나 권리를 제한할 때에는 적어도 그 제한의 본질적인 사항에 관하여 국회가 법률로써 스스로 규율하여야 한다. ③법률의 시행령은 법률에 의한 위임이 없는 한 법률이 규정한 개인의 권리·의무에 관한 내용을 변경·보충하거나 법률에 규정되지 아니한 새로운 내용을 규정할 수는 없다. ④도시환경정비사업인가 신청시 요구되는 토지등소유자의 동의정족수를 자치규약에 정하도록 한 구 ｢도시 및 주거환경정비법｣의 동의요건조항은 법률유보 내지 의회유보원칙에 위배된다.
162,2023,경위,행법,2,3,부당결부금지의 원칙에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),부당결부금지의 원칙에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①고속국도 관리청이 고속도로 부지와 접도구역에 송유관 매설을 허가하면서 상대방과 체결한 협약에 따라 송유관 시설을 이전하게 될 경우 그 비용을 상대방에게 부담하도록 한 부관은 부당결부금지원칙에 반하지 않는다. ②이륜자동차로서 제2종 소형면허를 가진 사람만이 운전할 수 있는 오토바이를 음주운전한 사유만 가지고서는 제1종 대형면허나 보통면허의 취소나 정지를 할 수 없다. ③행정법의 일반원칙으로서 부당결부금지원칙을 명시적으로 규정한 실정법은 없다. ④제1종 대형면허로 운전할 수 있는 차량을 운전면허정지기간 중에 운전한 경우에는 이와 관련된 제1종 보통면허까지 취소할 수 있다.
163,2023,경위,행법,3,2,신고에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"신고에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①구 ｢유통산업발전법｣에 따른 대규모점포의 개설 등록은 이른바 ‘수리를 요하는 신고’로서 행정처분에 해당한다. ②정신과의원을 개설하려는 자가 법령에 규정되어 있는 요건을 갖추어 개설신고를 한 때에, 행정청은 원칙적으로 이를 수리하여 신고필증을 교부하여야 하나, 법령에서 정한 요건 이외의 사유를 들어 의원급 의료기관 개설신고의 수리를 거부할 수 있다. ③법령에서 요구하고 있지 아니한 ‘대지사용승낙서’가 제출되지 아니하였거나 대지소유권자의 사용승낙이 없다는 사유로 가설건축물 존치기간 연장신고의 수리를 거부할 수 없다. ④불특정 다수인을 대상으로 학습비를 받고 정보통신매체를 이용하여 원격평생교육을 실시하기 위해 구 ｢평생교육법｣ 해당 조항에 따라 형식적 요건을 모두 갖추어 ‘시민사회단체 부설 평생교육시설신고’를 한 경우 실체적 사유를 들어 신고 수리를 거부할 수 없다."
164,2023,경위,행법,4,4,행정법관계에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),행정법관계에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①변호사등록은 대한변호사협회가 ｢변호사법｣에 의하여 국가로부터 위탁받아 수행하는 공행정사무에 해당한다. ②영업정지처분을 받았으나 아직 적법하게 소매인 지정이 취소되지 않은 자는 구 ｢담배사업법｣ 해당 규정의 적용대상이 되는 ‘소매인 지정을 받지 아니한 자’에 해당하지 않는다. ③피재해자에게 이루어진 요양승인처분이 불복기간의 경과로 확정되었다 하더라도 사업주는 피재해자가 재해 발생 당시 자신의 근로자가 아니라는 사정을 들어 보험급여액징수처분의 위법성을 주장할 수 있다. ④자동차 운전면허 취소처분을 받은 사람이 자동차를 운전하였으나 운전면허 취소처분의 원인이 된 교통사고 또는 법규위반에 대하여 범죄사실의 증명이 없는 때에 해당한다는 이유로 무죄판결이 확정되었더라도 그 운전면허 취소처분이 취소되지 않고 있다면 ｢도로교통법｣에 규정된 무면허운전의 죄로 처벌할 수 있다.
165,2023,경위,행법,5,1,행정입법의 위임에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"행정입법의 위임에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①시행령의 내용이 모법의 입법 취지와 전체를 유기적·체계적으로 보아 모법 조항의 취지에 근거하여 이를 구체화하는 것이라도 모법에 직접 위임하는 규정이 없다면 무효이다. ②수권규정에서 사용하고 있는 용어의 의미를 넘어 위임 내용을 구체화하는 단계를 벗어나 새로운 입법을 한 것으로 볼 수 있다면 위임의 한계를 넘은 것이다. ③예측가능성은 어느 시행령 규정이 모법의 위임 범위를 벗어난 것인지를 판단할 때 중요한 기준이 된다. ④조례가 주민의 권리제한 또는 의무부과에 관한 사항을 법률에서 위임받은 후, 지방자치단체장이 정하는 ‘규칙’에 재위임할 때는 구체적인 범위를 정하여 다시 위임하여야 한다."
166,2023,경위,행법,6,4,행정입법부작위에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"행정입법부작위에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①하위 행정입법의 제정 없이 상위법령의 규정만으로도 집행이 이루어질 수 있는 경우라면 하위 행정입법을 제정하여야 할 작위의무는 인정되지 아니한다. ②구 ｢국토이용관리법 시행령｣의 위임에 따른 준농림지역 내의 숙박시설 설치 등 토지이용행위제한에 관한 조례에 의하여 행위제한지역과 제한대상행위를 구체적으로 지정하지 않았지만, 그 조례에서 정한 기준에 맞는 지역에 해당하는 경우, 건축허가를 거부할 수 있다. ③상위법령을 시행하기 위하여 하위법령을 제정하거나 필요한 조치를 함에 있어서는 상당한 기간을 필요로 하며 법률의 시행에 반대하는 여론의 압력이나 이익단체의 반대와 같은 사유는 지체를 정당화하는 사유가 될 수 없다. ④댐 건설로 손실을 받은 주민들은 ｢특정다목적댐법 시행령｣이 손실보상 청구절차 및 방법을 정하지 아니한 것을 부작위위법확인소송으로 다툴 수 있다."
167,2023,경위,행법,7,2,행정청의 재량권이 인정되기 가장 어려운 경우는? (다툼이 있는 경우 판례에 의함),행정청의 재량권이 인정되기 가장 어려운 경우는? (다툼이 있는 경우 판례에 의함)①보건의료정책을 위하여 필요하거나 국민보건에 중대한 위해가 발생하거나 발생할 우려가 있을 때 지도와 명령을 할 것인지의 결정 ②술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있음에도 불구하고 경찰공무원의 음주측정에 응하지 아니한 때 운전면허 취소여부의 결정 ③감정평가사시험을 실시함에 있어 어떠한 합격기준을 선택할 것인가 여부의 결정 ④건설공사를 계속하기 위한 발굴허가신청에 대하여 그 공사를 계속하기 위하여 부득이 발굴할 필요가 있는지 여부에 대한 허가권자의 결정
168,2023,경위,행법,8,1,재량행위에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),재량행위에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①과징금 납부 명령에 대하여 그 명령이 재량권을 일탈하였을 경우 법원이 적정하다고 인정되는 부분을 초과한 부분만 취소할 수 있다. ②귀화신청인이 귀화요건을 갖추지 못한 경우 법무부장관은 재량권을 행사할 여지 없이 귀화불허처분을 하여야 한다. ③처분이 재량권을 일탈·남용하였다는 사정은 처분의 효력을 다투는 자가 주장·증명하여야 한다. ④재량행위의 경우 행정청의 재량에 기한 공익판단의 여지를 감안하여 법원은 독자의 결론을 도출함이 없이 당해 행위에 재량권의 일탈·남용이 있는지 여부만을 심사하게 된다.
169,2023,경위,행법,9,2,｢행정기본법｣상 처분에 대한 내용으로 옳지 않은 것은?,"｢행정기본법｣상 처분에 대한 내용으로 옳지 않은 것은?①법령 등을 위반한 행위 후 법령 등의 변경에 의하여 그 행위가 법령 등을 위반한 행위에 해당하지 아니하거나 제재처분 기준이 가벼워진 경우로서 해당 법령 등에 특별한 규정이 없는 경우에는 변경된 법령 등을 적용한다. ②행정청은 처분에 재량이 있는 경우 법률이 정하는 바에 따라 완전히 자동화된 시스템으로 처분할 수 있다. ③행정청은 재량이 있는 처분을 할 때에는 관련 이익을 정당하게 형량하여야 하며, 그 재량권의 범위를 넘어서는 아니 된다. ④처분은 권한이 있는 기관이 취소 또는 철회하거나 기간의 경과 등으로 소멸되기 전까지는 유효한 것으로 통용된다."
170,2023,경위,행법,10,4,강학상 공증에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),강학상 공증에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①운전경력증명서상의 기재행위는 당해 운전면허취득자에 대한 자동차운전면허대장상의 기재사항을 옮겨 적는 것이므로 운전경력증명서에 한 등재의 말소를 구하는 소는 부적법하다. ②지적공부 소관청의 지목변경신청 반려행위는 국민의 권리관계에 영향을 미치는 것으로서 항고소송의 대상이 되는 행정처분에 해당한다. ③무허가건물이 지장물 이전 및 철거와 관련한 협의계약을 체결할 당시까지 무허가건물관리대장에 등재되어 있었다가 그 이후 무허가건물관리대장에서 삭제되었다고 하여 이주대책에서 정한 원고의 법률상 지위에 어떠한 영향을 미친다고 볼 수 없다. ④토지대장을 직권으로 말소한 행위는 국민의 권리관계에 변동을 미치는 것이 아니므로 항고소송의 대상이 되는 행정처분에 해당하지 아니한다.
171,2023,경위,행법,11,1,행정입법에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),행정입법에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①구｢주택건설촉진법｣제33조의6 제6항의 위임에 의하여 건설교통부장관의 ‘고시’형식으로 되어 있는 ‘주택건설공사 감리비 지급기준’은 이를 건설교통부령으로 정하도록 한 구「주택법」이 시행된 이후에도 대외적인 구속력이 있는 법규명령으로서 효력을 가진다. ②법령에서 전문적·기술적 사항이나 경미한 사항으로서 업무의 성질상 위임이 불가피한 사항에 관하여 구체적으로 범위를 정하여 위임한 경우에는 고시 등으로 정할 수 있다. ③법률이 입법사항을 위임할 때 헌법이 명시하고 있는 법규명령의 형식이 아닌 행정규칙에 위임하더라도 국회입법의 원칙과 상치되지 아니한다. ④｢산업재해보상보험법 시행령｣ [별표3] ‘업무상 질병에 대한 구체적인 인정 기준’은 예시적 규정에 불과한 이상 그 위임에 따른 고용노동부 고시가 대외적으로 국민과 법원을 구속하는 효력이 있는 규범이라고 볼 수 없다.
172,2023,경위,행법,12,4,｢행정기본법｣상 부관에 대한 설명으로 옳지 않은 것은?,｢행정기본법｣상 부관에 대한 설명으로 옳지 않은 것은?①행정청은 처분에 재량이 없는 경우에는 법률에 근거가 있는 경우에 부관을 붙일 수 있다. ②행정청은 처분에 재량이 있는 경우에는 법률에 근거가 없어도 부관을 붙일 수 있다. ③사정이 변경되어 부관을 새로 붙이거나 종전의 부관을 변경하지 아니하면 해당 처분의 목적을 달성할 수 없다고 인정되는 경우 그 처분을 한 후에도 부관을 새로 붙이거나 종전의 부관을 변경할 수 있다. ④부관이 해당 처분과 실질적인 관련이 없더라도 목적을 달성하기 위하여 필요한 최소한의 범위이면 붙일 수 있다.
173,2023,경위,행법,13,3,행정조사에 대한 설명으로 옳은 것은?,"행정조사에 대한 설명으로 옳은 것은?①강제조사 중 조사상대방이 조사를 거부하는 경우, 판례는 일관되게 피조사자에 대한 실력행사에 관한 명문의 규정이 없더라도 실력행사를 할 수 있다고 하고 있다. ②판례에 따르면 행정조사에서 나아가 범죄수사를 하면서 행하는 압수·수색에는 영장이 필요하지 않다고 한다. ③판례는 세무조사의 결정은 납세의무자의 권리·의무에 직접 영향을 미치는 공권력 작용으로 항고소송의 대상이 된다고 하였다. ④｢행정조사기본법｣에 따르면 ｢통계법｣상 지정통계의 작성을 위하여 조사하는 경우 실시기관의 장은 조사개시 7일 전까지 조사대상자에게 서면으로 통지하여야 한다."
174,2023,경위,행법,14,3,｢행정절차법｣에 대한 설명으로 옳은 것은?,"｢행정절차법｣에 대한 설명으로 옳은 것은?①처분기준이 법규명령 형식으로 제정된 경우에는 입법절차에 따라 공포하여야 하나, 행정규칙 형식으로 설정된 경우에는 이를 공고하지 않는다. ②처분의 이유제시 원칙은 직접적으로 부담을 주는 행정처분에 적용되며, 수익적 행정행위의 거부에는 적용되지 않는다. ③처분의 방식과 처분 신청의 방식 모두에서 문서주의를 취한다. ④사전통지의 예외에 해당하여 사전통지하지 않는 경우에는 처분을 할 때도 당사자 등에게 통지하지 아니한 사유를 알릴 필요가 없다."
175,2023,경위,행법,15,1,다음 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"다음 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①항고소송에서 처분의 위법 여부는 특별한 사정이 없는 한 그 처분 당시를 기준으로 판단하여야 하지만, 신청에 따른 처분의 경우에는 신청 당시의 법령 등에 따른다. ②양도인이 최초 영업허가를 받을 당시에 ‘영업장 면적’이 허가(신고)대상이 아니었더라도 영업자 지위승계신고 수리 시점을 기준으로 당시의 식품위생법령에 따른 인적·물적 요건을 갖추어야 한다. ③개정된 근거법령이 기존의 사실 또는 법률관계를 적용대상으로 하면서 국민의 재산권과 관련하여 종전보다 불리한 법률효과를 규정하고 있는 경우에도 그러한 사실 또는 법률관계가 개정 법률이 시행되기 이전에 이미 완성 또는 종결된 것이 아니라면 이를 헌법상 금지되는 소급입법에 의한 재산권 침해라고 할 수는 없다. ④행정청이 신청을 수리하고도 정당한 이유 없이 처리를 지연하여 그 사이에 법령 및 보상 기준이 변경된 경우에, 변경된 법령 및 보상 기준에 따라서 한 처분은 위법하다."
176,2023,경위,행법,16,4,이행강제금에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),이행강제금에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①｢건축법｣상 이행강제금의 경우 시정명령을 받은 의무자가 이행강제금이 부과되기 전에 그 의무를 이행하였다면 비록 시정명령에서 정한 기간을 지나서 이행한 경우라도 이행강제금을 부과할 수 없다. ②노동위원회가 ｢근로기준법｣에 따라 이행강제금을 부과하는 경우 그 30일 전까지 하여야 하는 이행강제금 부과 예고는 ‘계고’에 해당한다. ③시정명령을 받은 의무자가 그 시정명령의 취지에 부합하는 의무를 이행하기 위한 정당한 방법으로 행정청에 신청 또는 신고를 하였으나 행정청이 위법하게 이를 거부 또는 반려함으로써 결국 그 처분이 취소되기에 이르렀다면 특별한 사정이 없는 한 그 시정명령의 불이행을 이유로 이행강제금을 부과할 수는 없다. ④｢독점규제 및 공정거래에 관한 법률｣의 해당 조항에 따른 이행강제금의 경우 이행강제금이 부과되기 전에 시정조치를 이행하거나 부작위 의무를 명하는 시정조치 불이행을 중단한 경우에는 과거의 시정조치 불이행 기간에 대하여 이행강제금을 부과할 수 없다.
